Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY: , <| Farmers |> understands -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: with <| Al |> ’ -- [AL 'S TIRE MART & ELECTRONICS]  {algator.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 18 <| Toyota |> Service -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| A |> LITTLE -- [A L GRADING CONTRACTORS]  {algc.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> videos -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| Alexus |> Steakhouse -- [ALEXUS STEAK HOUSE & TAVERN]  {alexussteakhouse.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 9

COMPANY:  <| Elementary |> Ala -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Barney <| Drive |> Joliet -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> , -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| Alexza |> Human -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alice |> Cooper'stown -- [ALICE COOPER 'S TOWN]  {alicecooperstown.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALFA |> VS-12 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: ' <| s |> New -- [417 S WILLARD ST]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: New <| Mazda |> Lineup -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Elementary |> Schools -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Health Care |>  -- [ALGART HEALTH CARE INC]  {algart.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT: 1979 <| Bill |> contacted -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CITY:  <| New |> Arrivals -- [NEW YORK]  {aliceandolivia.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 9

COMPANY: at <| Algorithm |> in -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CITY: Sign <| In |>  -- [LAKE IN THE HLS]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: to <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: | <| Farmers |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfa |> is -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: about <| Alfa |> ' -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Mazda |> Recall -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY:  <| Algart |> has -- [ALGART HEALTH CARE INC]  {algart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Vista <| Terrace |> , -- [26684 VISTA TERRACE]  {aliciaair.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Kimpton <| Alexis |> a -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: required <| Toyota |> Camry -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alfredo ' s Wife |> | -- [ALFREDO 'S WIFE FACTORY OUTLET]  {alfredoswife.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: My <| Farmers |> . -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: demonstrate <| Alicat |> ’ -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Chuck <| Felder |> give -- [STEVEN FELDER]  {alexdisplays.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| STACEY |> SLIM -- [STACEY DENDET]  {aliceandolivia.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALEXIAN BROTHERS |> MEDICAL -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 6

COMPANY: CA <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: next <| Toyota |> dealer -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Common <| Roofing |> Types -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALFA |> SW6000 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: AMITA <| Health |> Hoffman -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: new <| Toyota |> ’ -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: a <| Hotel |>  -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: D <| E |> A -- [3 E 69TH ST # 11B]  {alexrosenbergfineart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: But <| John |> is -- [JOHN BUCKINHAM]  {alfrank.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> will -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: that <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ’ <| s |> greatest -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: ' <| s |> courteous -- [S SAN FRANCISCO]  {alibaba1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> Inner -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| Alfa |> will -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Residential <| Air Conditioning |> Maintenance -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY:  <| Advanced |> Security -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Brides |> , -- [BRIDES MART]  {alfredangelo.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: with <| Farmers |> . -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: and <| Alabama |> . -- [AL HILL 'S BOILER SALES]  {alhillboiler.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: that <| Algorithm |> is -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 3

COMPANY: Motorcycle <| Insurance |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Advanced |> Unified -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Kimpton <| Hotel |> & -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: Delmonico <| Steak |> ! -- [ALEXUS STEAK HOUSE & TAVERN]  {alexussteakhouse.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfa |> ' -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 6

COMPANY: by <| Ali Baba |> Pizza -- [ALI BABA RESTAURANT & GAME CTR]  {alibabapizza.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

CITY:  <| New |> Product -- [NEW YORK]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: About <| Alfa |> | -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 4

COMPANY: Behavioral <| Health |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 19

COMPANY: Motorcycle <| Insurance |> FAQ -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> is -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: AMITA <| Health |> Hospitals -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: ALHI <| LUXURY |> GROUP -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: My <| Alfa |> : -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Choose <| Alicia Air |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: Cheap <| Apparel |> Sale -- [ALICE-RAE INTIMATE APPAREL]  {alicerae.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: by <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

ADDRESS: Cherry <| St |> . -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: four <| Toyota |> dealers -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Alice |> and -- [ALICE 'S KITCHEN]  {aliceskitchen.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> continues -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Black <| Box |>  -- [ALFA BOX CORP]  {alfabox.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| ALFA |> MC5 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: about <| Grace |> ] -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Extended <| Care |> - -- [ALGART HEALTH CARE INC]  {algart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Clinical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Alger |> is -- [ALGER PARK CHRISTIAN REFORMED]  {algerparkcrc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Israel <| Embassy |> Bogota -- [EMBASSY OF ALGERIA]  {algeria-us.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Gerry <| A |> . -- [RICHARD A KRAUSE]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Alfa |> Insurance -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

CONTACT: is <| Karen |> - -- [KAREN CANTO]  {alextamping.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: an <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 8

COMPANY:  <| Alexian |> Library -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Osakis <| Clinic |> > -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 10

CONTACT: VISIT <| AVA |> IN -- [AVA DERING]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: existing <| Farmers |> policy -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Demma <| Drive |> Le -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> Network -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 3

CONTACT: about <| Ken |> ] -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> . -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alfa |> will -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS:  <| Connecticut |>  -- [1000 CONNECTICUT AVE NW # 603]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: at <| Grace |> . -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alicia Air |> is -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY: “ <| Alf |> ” -- [ALF WEAR]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: – <| Alger |> Precision -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: With <| Alfa |> ’ -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: The <| Farmers |> Exchanges -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian |> Wound -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Alfa |> Insurance -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: South <| Main Street |>  -- [44 N MAIN ST]  {alfredrental.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 5

ADDRESS: ' <| s |> work -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Landscaping |> Designs -- [ALEXANDER LANDSCAPING & PLANT]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: of <| Alfred |> ’ -- [ALFRED PUBLISHING CO INC]  {alfredpub.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> agent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

CONTACT:  <| Greg |> has -- [GREG ALFORD]  {alfordhomes.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alexia Admor |> is -- [ALEXIA ADMOR FRENCH DESIGNER]  {alexiaadmor.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Tire |> Brands -- [AL 'S TIRE MART & ELECTRONICS]  {algator.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: County <| Air |> Conditioning/Heating -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Contact <| Alicia Air |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: : <| Transformer |> Repair -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: | <| Alicia Air |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY: with <| Alicat |> staff -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: Jay <| Boyle |> moved -- [KEVIN BOYLE]  {alfwear.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| ALFA |> 98 -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Toyota |> Express -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 13

COMPANY:  <| Farmers |> Car -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: , <| Roofing |> Estimate -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Grading |>  -- [A L GRADING CONTRACTORS]  {algc.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfa <| Company |> which -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |>  -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: new <| Alicat |> instruments -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: 2016 <| Alger |> Precision -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: , <| Alexza |> ' -- [ALEXZA MOLECULAR DELIVERY CORP]  {alexza.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |> is -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 12

COMPANY: Heart <| Health |> Program -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CITY: 1429 <| San |> Mateo -- [S SAN FRANCISCO]  {alibaba1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Farmers |> Exchanges -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: on <| ALFA |> for -- [ALFA INTERNATIONAL CORP]  {alfaco.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian |> Grove -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: About <| Farmers |>  -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY: a <| Farmers |> customer -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alfa |> ' -- [ALFA REALTY INC]  {alfarealty.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Weight -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

ADDRESS: ’ <| s |> First -- [2108 E SOUTH BLVD]  {alfacompanies.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Seamer <| Oil |> . -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

CONTACT: for <| Ken |> ' -- [KEN WORLEY]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Air Conditioning |>  -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

COMPANY: The <| Alexian Brothers |> have -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 2

COMPANY:  <| Algart |>  -- [ALGART HEALTH CARE INC]  {algart.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> Online -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Advanced |> Wireless -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Laurel <| Street |> , -- [215 PANAMA ST]  {alfnational.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Village |> of -- [ALGONQUIN VILLAGE HALL]  {algonquin.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: at <| Alicia Air |> , -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: Fire <| Insurance |> Exchange -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Century <| Insurance |> ® -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: of <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: Anthony <| Drive |> Champaign -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Our <| Tire |> Catalog -- [AL 'S TIRE MART & ELECTRONICS]  {algator.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfaa <| Box |> Corporation -- [ALFA BOX CORP]  {alfabox.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Audio |> and -- [ALEX AUDIO & VIDEO SVC INC]  {alexav.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Show <| Displays |>  -- [ALEX DISPLAYS]  {alexdisplays.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: John <| Alexander |> , -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: about <| Alfa |> ' -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Mazda |> CX-5 -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Alexian |> Research -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> locational -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> helps -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Algorithm |> has -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY:  <| Al |> ' -- [AL 'S TIRE MART & ELECTRONICS]  {algator.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 8

COMPANY:  <| Hotel |>  -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 6

ADDRESS:  <| South |> Florida -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Health <| Insurance |> ? -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: shop <| Alex |> soon -- [ALEX SAMUELS]  {alexav.com} REASON:ONLY_ONE_WORD  Occurrence: 1

