Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

COMPANY: from   <| Air Now |>   again   --   [AIR NOW SUPPLY INCORPORATION]  {airnowsupply.com}    Occurrence: 1
COMPANY:    <| Newark Airport |>      --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 1
COMPANY: ,   <| Long Island |>   ...   --   [AIRMAX LONG ISLAND INCORPORATION]  {airmaxli.com}    Occurrence: 1
COMPANY: though   <| Airpark Auto |>   Service   --   [AIRPARK AUTO SVC]  {airparkautoservice.com}    Occurrence: 1
STATE: ,   <| CA |>   92123   --   [CA]  {airplusmechanical.com}    Occurrence: 9
ADDRESS:    <| 20286 Hesperian Blvd |>      --   [20286 HESPERIAN BLVD]  {airportappliance.com}    Occurrence: 7
COMPANY: Diego   <| Air Plus |>   Heating   --   [AIR PLUS MECHANICAL]  {airplusmechanical.com}    Occurrence: 3
COMPANY: of   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 12
ADDRESS:    <| 10217 Canoga Ave. |>   Chatsworth   --   [10217 CANOGA AVENUE]  {airpartsonline.com}    Occurrence: 1
COMPANY:    <| Air-O-Dynamics Engineering |>   &   --   [AIR-O-DYNAMICS ENGINEERING]  {airodynamics.com}    Occurrence: 4
CITY: in   <| San Diego |>   California   --   [SAN DIEGO]  {airplusmechanical.com}    Occurrence: 1
CITY: New   <| Tampa |>   .   --   [TAMPA]  {airmasters.net}    Occurrence: 4
CONTACT:    <| Roger Francoeur |>   and   --   [Roger Francoeur]  {airpf.com}    Occurrence: 1
COMPANY:    <| Airpark Signs & Graphics |>      --   [AIRPARK SIGNS AND GRAPHICS]  {airparksigns.com}    Occurrence: 4
COMPANY: the   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 1
COMPANY:    <| Airport Parking |>   Reservations   --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 2
CONTACT: am   <| Nadine Grobmeier |>   ,   --   [Nadine Grobmeier]  {airparkautoservice.com}    Occurrence: 1
ZIP: CO   <| 80112 |>      --   [80112 4133]  {airmethods.com}    Occurrence: 1
CITY: Our   <| Millbrook |>   ,   --   [MILLBROOK]  {airnowhvac.com}    Occurrence: 1
CITY:    <| Tampa |>   air   --   [TAMPA]  {airmasters.net}    Occurrence: 1
COMPANY:    <| AIRPLANE SHOP |>   LOYALTY   --   [AIRPLANE SHOP]  {airplaneshop.com}    Occurrence: 5
ZIP: TN   <| 38305 |>      --   [38305 6511]  {airmccoy.com}    Occurrence: 2
STATE: ,   <| CA |>   95128   --   [CA]  {airportappliance.com}    Occurrence: 7
STATE: Ridge   <| TN |>   .   --   [TN]  {airporthonda.com}    Occurrence: 1
COMPANY: -   <| Air New Zealand |>   Official   --   [AIR NEW ZEALAND CARGO]  {airnewzealand.com}    Occurrence: 12
COMPANY: to   <| New Zealand |>   ,   --   [AIR NEW ZEALAND CARGO]  {airnewzealand.com}    Occurrence: 6
STATE: ,   <| VA |>   23461   --   [VA]  {airmarsys.com}    Occurrence: 1
COMPANY: serving   <| Long Island |>   with   --   [AIRMAX LONG ISLAND INCORPORATION]  {airmaxli.com}    Occurrence: 1
ZIP: DC   <| 20004 |>      --   [20004 1707]  {airlines.org}    Occurrence: 1
COMPANY:    <| Airport Appliance |>      --   [AIRPORT APPLIANCE INCORPORATION]  {airportappliance.com}    Occurrence: 6
COMPANY: and   <| Newark airports |>   simply   --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 1
STATE: ,   <| CA |>      --   [CA]  {airplant.com}    Occurrence: 2
CITY: in   <| Washington |>   ,   --   [WASHINGTON]  {airlines.org}    Occurrence: 3
CITY: in   <| Tampa |>   services   --   [TAMPA]  {airmasters.net}    Occurrence: 1
COMPANY: At   <| Air Plus |>   Heating   --   [AIR PLUS MECHANICAL]  {airplusmechanical.com}    Occurrence: 1
ZIP: NY   <| 10993 |>      --   [10993 1435]  {airmetro.net}    Occurrence: 1
STATE: in   <| AZ |>   !   --   [AZ]  {airparkautoservice.com}    Occurrence: 1
COMPANY: At   <| Air Masters |>   ,   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 1
ADDRESS:    <| 3481 Main St |>   .   --   [3481 MAIN ST]  {airnowhvac.com}    Occurrence: 6
COMPANY: AirPark   <| Airport Parking |>   :   --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 2
COMPANY: ·   <| Air Mac |>   ·   --   [AIR MAC INCORPORATION]  {airmac.com}    Occurrence: 3
COMPANY: from   <| Airport Express |>   ?   --   [AIRPORT EXPRESS]  {airportexpressinc.com}    Occurrence: 1
CITY: ,   <| Tampa |>   ,   --   [TAMPA]  {airmasters.net}    Occurrence: 28
STATE: ,   <| CA |>   90045   --   [CA]  {airportmarinaford.com}    Occurrence: 6
ZIP:    <| 36054 |>      --   [36054 3216]  {airnowhvac.com}    Occurrence: 6
CITY: in   <| Kansas City |>   ,   --   [KANSAS CITY]  {airpartsinc.com}    Occurrence: 3
COMPANY:    <| Air Marine |>      --   [AIR MARINE CUSTOM BROKERS]  {airmarine.com}    Occurrence: 7
COMPANY:    <| Airport Honda |>   ,   --   [AIRPORT HONDA]  {airporthonda.com}    Occurrence: 2
COMPANY: and   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 4
CITY: in   <| Los Angeles |>      --   [LOS ANGELES]  {airportmarinaford.com}    Occurrence: 1
CITY: and   <| Santa Rosa |>   -   --   [SANTA ROSA]  {airportexpressinc.com}    Occurrence: 1
CITY:    <| Tempe |>   ,   --   [TEMPE]  {airparksigns.com}    Occurrence: 1
CITY: ,   <| Los Angeles |>   ,   --   [LOS ANGELES]  {airportmarinaford.com}    Occurrence: 3
CITY:    <| Santa Rosa |>      --   [SANTA ROSA]  {airportexpressinc.com}    Occurrence: 2
COMPANY: chose   <| Airport Honda |>   because   --   [AIRPORT HONDA]  {airporthonda.com}    Occurrence: 1
COMPANY:    <| Airport Marina Ford |>   offers   --   [AIRPORT MARINA FORD]  {airportmarinaford.com}    Occurrence: 1
CITY:    <| Tampa |>   ,   --   [TAMPA]  {airmasters.net}    Occurrence: 1
COMPANY: Your   <| Long Island |>   air   --   [AIRMAX LONG ISLAND INCORPORATION]  {airmaxli.com}    Occurrence: 1
COMPANY: from   <| Tillandsia International |>   for   --   [TILLANDSIA INTERNATIONAL]  {airplant.com}    Occurrence: 1
COMPANY: -   <| Air Plus |>   Heating   --   [AIR PLUS MECHANICAL]  {airplusmechanical.com}    Occurrence: 4
CITY: ,   <| Jackson |>   ,   --   [JACKSON]  {airmccoy.com}    Occurrence: 1
COMPANY: Why   <| Air Masters |>      --   [AIR MASTERS]  {airmasters.net}    Occurrence: 1
COMPANY: at   <| Airport Home Appliance |>   strives   --   [AIRPORT APPLIANCE INCORPORATION]  {airportappliance.com}    Occurrence: 6
CITY:    <| Salinas |>   ,   --   [SALINAS]  {airmotives.com}    Occurrence: 1
COMPANY: uses   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 4
COMPANY: |   <| Newark Airport Long Term Parking |>      --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 2
COMPANY:    <| Airport Quick Connection |>   provides   --   [AIRPORT CONNECTION TRNSPRTN]  {airportconnection.com}    Occurrence: 4
CITY: ,   <| Haverstraw |>   ,   --   [WEST HAVERSTRAW]  {airmetro.net}    Occurrence: 1
COMPANY: to   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 4
CITY:    <| Alcoa |>   at   --   [ALCOA]  {airporthonda.com}    Occurrence: 2
CITY: Boulevard   <| Santa Rosa |>      --   [SANTA ROSA]  {airportexpressinc.com}    Occurrence: 1
COMPANY: with   <| Air Masters |>   that   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 4
COMPANY: |   <| Airport Quick Connection |>      --   [AIRPORT CONNECTION TRNSPRTN]  {airportconnection.com}    Occurrence: 2
COMPANY: '   <| air ambulance |>   ,   --   [LIFENET AIR AMBULANCE]  {airmethods.com}    Occurrence: 1
COMPANY: to   <| Air Now Supply |>   for   --   [AIR NOW SUPPLY INCORPORATION]  {airnowsupply.com}    Occurrence: 1
COMPANY: |   <| Air Masters |>   ,   --   [AIR MASTERS]  {airmastersinc.com}    Occurrence: 1
ADDRESS:    <| 8115 E Raintree |>   Drive   --   [8115 E RAINTREE DR]  {airparkautoservice.com}    Occurrence: 1
CITY: |   <| Scottsdale |>   Auto   --   [SCOTTSDALE]  {airparkautoservice.com}    Occurrence: 2
COMPANY: ,   <| Airport Marina Ford |>   sells   --   [AIRPORT MARINA FORD]  {airportmarinaford.com}    Occurrence: 3
CITY:    <| Jackson |>   ,   --   [JACKSON]  {airmccoy.com}    Occurrence: 1
COMPANY:    <| Airport Marina Ford |>   |   --   [AIRPORT MARINA FORD]  {airportmarinaford.com}    Occurrence: 6
COMPANY: BEHIND   <| AIRPARK AUTO |>   SERVICE   --   [AIRPARK AUTO SVC]  {airparkautoservice.com}    Occurrence: 1
COMPANY: across   <| Air Now Supply |>   and   --   [AIR NOW SUPPLY INCORPORATION]  {airnowsupply.com}    Occurrence: 1
CITY: ,   <| Alcoa |>   ,   --   [ALCOA]  {airporthonda.com}    Occurrence: 11
COMPANY: choosing   <| Airport Quick Connection |>   will   --   [AIRPORT CONNECTION TRNSPRTN]  {airportconnection.com}    Occurrence: 1
STATE: ,   <| NH |>      --   [NH]  {airpf.com}    Occurrence: 2
COMPANY:    <| Airport Express |>   Inc   --   [AIRPORT EXPRESS]  {airportexpressinc.com}    Occurrence: 12
COMPANY:    <| Airport Honda |>      --   [AIRPORT HONDA]  {airporthonda.com}    Occurrence: 10
COMPANY:    <| New Zealand |>      --   [AIR NEW ZEALAND CARGO]  {airnewzealand.com}    Occurrence: 12
COMPANY: Why   <| Air Masters |>   ?   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 8
STATE: East   <| TN |>   ,   --   [TN]  {airporthonda.com}    Occurrence: 1
CITY: Service   <| Scottsdale |>   |   --   [SCOTTSDALE]  {airparkautoservice.com}    Occurrence: 2
CITY: North   <| Scottsdale |>   -   --   [SCOTTSDALE]  {airparkautoservice.com}    Occurrence: 1
COMPANY: Contact   <| Newark Parking |>      --   [NEWARK AIRPORT PARKING]  {airparkparking.com}    Occurrence: 2
ZIP: CA   <| 95403 |>      --   [95403 1695]  {airmonitor.com}    Occurrence: 1
STATE: Miami   <| FL |>   ,   --   [FL]  {airmax.com}    Occurrence: 4
COMPANY: at   <| Airport Home Appliance |>      --   [AIRPORT APPLIANCE INCORPORATION]  {airportappliance.com}    Occurrence: 1
COMPANY: |   <| Air Masters |>   of   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 12
ADDRESS: 7211   <| S. Peoria |>      --   [7301 S PEORIA ST]  {airmethods.com}    Occurrence: 1
COMPANY: found   <| Air Masters |>   on   --   [AIR MASTERS]  {airmasters.net}    Occurrence: 4
COMPANY:    <| Air Now Supply |>   a   --   [AIR NOW SUPPLY INCORPORATION]  {airnowsupply.com}    Occurrence: 1
COMPANY: ,   <| Airmotive Specialties |>   ,   --   [AIRMOTIVE SPECIALTIES]  {airmotives.com}    Occurrence: 1
STATE: ,   <| CA |>   94520   --   [CA]  {airportappliance.com}    Occurrence: 7
CITY: North   <| Scottsdale |>   .   --   [SCOTTSDALE]  {airparkautoservice.com}    Occurrence: 2
ADDRESS:    <| 5880 West Centinela Ave |>   .   --   [5880 W CENTINELA AVENUE]  {airportmarinaford.com}    Occurrence: 11
COMPANY: McCoy   <| 's Heating and Air |>      --   [MC COY 'S HEATING AND AIR COND]  {airmccoy.com}    Occurrence: 1
COMPANY:    <| Airport Honda |>   '   --   [AIRPORT HONDA]  {airporthonda.com}    Occurrence: 1
ADDRESS:    <| 138 Mill Masters Dr |>      --   [138 MILL MASTERS DR]  {airmccoy.com}    Occurrence: 1
COMPANY:    <| AIR PHOTO INC |>   .   --   [AIR PHOTO INCORPORATION]  {airphotoinc.com}    Occurrence: 2
COMPANY:    <| Air Monitor |>   Corporation   --   [AIR MONITOR CORP]  {airmonitor.com}    Occurrence: 1
CITY: -   <| Alcoa |>   ,   --   [ALCOA]  {airporthonda.com}    Occurrence: 2
CITY:    <| Tampa |>      --   [TAMPA]  {airmasters.net}    Occurrence: 21
CITY: ,   <| tampa |>      --   [TAMPA]  {airmasters.net}    Occurrence: 1
STATE: ,   <| CO |>   80112   --   [CO]  {airmethods.com}    Occurrence: 1
COMPANY: love   <| Airport Marina Ford |>   !   --   [AIRPORT MARINA FORD]  {airportmarinaford.com}    Occurrence: 1
COMPANY:    <| Airmax Service |>   Corporation   --   [AIRMAX SERVICE CORP]  {airmax.com}    Occurrence: 3
COMPANY:    <| Airparts Inc |>   ,   --   [AIRPARTS INCORPORATION]  {airpartsinc.com}    Occurrence: 6
ZIP: KS   <| 66106 |>      --   [66106 4602]  {airpartsinc.com}    Occurrence: 1
COMPANY:    <| Tillandsia International |>   :   --   [TILLANDSIA INTERNATIONAL]  {airplant.com}    Occurrence: 2
COMPANY: Forced   <| Air Systems |>      --   [QUALITY AIR SYSTEMS]  {airnowhvac.com}    Occurrence: 11
COMPANY: at   <| Airport Appliance |>      --   [AIRPORT APPLIANCE INCORPORATION]  {airportappliance.com}    Occurrence: 6
COMPANY: The   <| Airplane Shop |>   Return   --   [AIRPLANE SHOP]  {airplaneshop.com}    Occurrence: 2
COMPANY: across   <| Air Now |>   when   --   [AIR NOW SUPPLY INCORPORATION]  {airnowsupply.com}    Occurrence: 1
CITY: larger   <| Tampa |>   Bay   --   [TAMPA]  {airmasters.net}    Occurrence: 2
